,business_id,name,address,city,state,latitude,longitude,stars,review_count,is_open,categories
6948,2nbhKicoKOVW1LMSynQ8sg,"""Petinos""","""1076 Boulevard du Grand Heron""",Saint-Jerome,QC,45.7590744782,-74.0195674865,5.0,3,1,Restaurants;Breakfast & Brunch;Diners
6970,eva56motCJcevOwKzyQO1g,"""Schenley Park Visitors Center""","""101 Panther Hollow Rd""",Pittsburgh,PA,40.4375406448,-79.9488830566,5.0,12,1,Hiking;Active Life;Beaches;Parks;Tennis;Cafes;Hotels & Travel;Local Services;Restaurants;Swimming Pools;Community Service/Non-Profit;Travel Services;Visitor Centers;Skating Rinks;Playgrounds
7040,iuTebi-3egZk_3-T9K6aSA,"""Hidden Track Bottle Shop""","""111 W Monroe St, Ste 120""",Phoenix,AZ,33.4500119,-112.0756189,5.0,29,1,Food;Beer;Wine & Spirits
7069,avF490B4MfuWn24R1Rz2zA,"""Phnom Penh""","""7153 Chemin de la Côte-des-Neiges""",Montréal,QC,45.5052156,-73.64170959999998,5.0,4,1,Restaurants;Canadian (New);Vietnamese;Asian Fusion
7075,AevDUTSlp3JwAEpLumH_4w,"""San Antonio Seafood Market""","""8383 Weston Road""",Woodbridge,ON,43.8065732,-79.5514469,5.0,9,1,Restaurants;Specialty Food;Seafood Markets;Food;Live/Raw Food
7082,Ln7RNPKxroRxhSzu29Xtmg,"""G & C Pacitto""","""24 Foreshore Road""",Scarborough,NYK,54.283430700000004,-0.3943995,5.0,3,1,Food;Ice Cream & Frozen Yogurt
7094,x3nZVmEyXIYu3z5_dfbvTQ,"""Columbo Room""","""1988 Noble Rd""",Cleveland,OH,41.540056400000005,-81.56295490000001,5.0,4,1,Seafood;Restaurants
7102,VcM3_Va-SfkM35XTAV1Idw,"""Emiliana""","""Ruta 68 km 61.5""",Casablanca,VS,-33.401111,-71.115401,5.0,3,1,Food;Wineries;Beer;Wine & Spirits;Arts & Entertainment
7103,Jr0-xuQYSKzfjn6B0O-3hg,"""Seven Jars Products""","""6148 B Brookshire Blvd""",Charlotte,NC,35.2875609,-80.906343,5.0,5,1,Food;Brewing Supplies;Shopping;Breweries;Wineries;Arts & Entertainment
7104,wyFBwNMagJlb_fD-_DKbmw,"""Starfish and Coffee""","""154 Main St""",Painesville,OH,41.7255395659,-81.24194987119999,5.0,3,1,Bakeries;Coffee & Tea;Shopping;Fashion;Accessories;Food
7117,e90bsqWf18yyz_HogGZdAg,"""The Beehive Bee and Wasp Removal""","""""",Phoenix,AZ,33.3739877406,-111.844677108,5.0,63,1,Building Supplies;Food;Home & Garden;Local Services;Home Services;Pest Control;Shopping;Farmers Market
7123,hzp5DqdhH_7exdX4FWaz_w,"""Boxed Greens""","""1536 W Todd Dr""",Tempe,AZ,33.3532406,-111.9651426,5.0,4,1,Fruits & Veggies;Specialty Food;Food;Food Delivery Services
7138,AtDAtsdzyLqHVpYzkOJ0tw,"""Firehouse Subs""","""200 Green Lane E""",East Gwillimbury,ON,44.0685174,-79.505116,5.0,4,1,Sandwiches;Restaurants;Fast Food
7154,m_dQ8QWbiEbMBzPP-i5vEg,"""Cheese Steak Place""","""8535 Hankins Rd, Ste G""",Charlotte,NC,35.339622497600004,-80.83414459229999,5.0,3,1,Sandwiches;Restaurants
7158,1iDhSr6iOYG85JtqUSi_QQ,"""Aji Sushi""","""1421 Ch Gascon, Ste 3""",Terrebonne,QC,45.7101548,-73.6511776,5.0,3,1,Japanese;Sushi Bars;Restaurants;Soup
7160,6wae8liNBbynHWKzQMtusA,"""A Luncheon Time""","""640 Dover Center Rd""",Bay Village,OH,41.478173,-81.922074,5.0,7,1,Caterers;Restaurants;Cafes;Event Planning & Services
7230,H01Y4MZr6gy2AeGvYZB5wg,"""Whisky Shop""","""17 Bridge Street""",Inverness,HLD,57.4770664,-4.226343099999999,5.0,4,1,Beer;Wine & Spirits;Food
7290,uarJTrBc8VsXlZm9qlQVAw,"""Round The Corner Carry Out""","""2056 Saxonburg Blvd""",Gibsonia,PA,40.6255772935,-79.8607573175,5.0,8,1,Restaurants;Pizza
7298,JukzyviFQdV2lx6sbASBEQ,"""Mr Puffs""","""993 Boulevard Saint-Jean""",Pointe-Claire,QC,45.475489552700004,-73.8052981707,5.0,3,1,Patisserie/Cake Shop;Desserts;Food
7304,1aVbXH_4uQCTQU7HfGmyow,"""Brew Tea Bar""","""9480 S Eastern Ave, Ste 160""",Las Vegas,NV,36.0172865789,-115.11718507,5.0,111,1,Tea Rooms;Bubble Tea;Coffee & Tea;Food
7308,ZnetOdWZGjVoS9S5BaAWSQ,"""Ils en Fument du Bon""","""176 rue Jean-Talon est""",Montréal,QC,45.535962100000006,-73.6164395,5.0,3,1,Butcher;Food;Delicatessen
7311,ZuM1sOiOhh72HAahbEvbUg,"""Maryam's Cakery""","""""",Surprise,AZ,33.657298,-112.46490829999999,5.0,4,1,Bakeries;Desserts;Cupcakes;Food
7318,hbAZFzXzv-5WB-zEcln-kA,"""Spade & Palacio Tours""","""189 Rue Jean-Talon E""",Montréal,QC,45.5364396,-73.6165079,5.0,15,1,Hotels & Travel;Food Tours;Tours
7321,jFYHO9aHgoCLtl-ufFiXjw,"""See's Candies""","""6555 E Southern Ave, Superstition Springs Mall""",Mesa,AZ,33.390567,-111.6903269,5.0,5,1,Flowers & Gifts;Specialty Food;Candy Stores;Chocolatiers & Shops;Gift Shops;Shopping;Food
7332,TPvODj1kzR2fHCEmh9qjjg,"""Poulet 3 Pattes""","""3224 Boulevard Rosemont""",Montréal,QC,45.55269570000001,-73.58067120000001,5.0,3,1,Portuguese;Barbeque;Restaurants
7341,6GLsLSjnALxD0oflLFy3NA,"""Boucherie Viandal""","""550 Rue de L'église""",Verdun,QC,45.462898254399995,-73.5710983276,5.0,8,1,Food;Specialty Food;Meat Shops
7344,L_m-d0Ftm6hoXJPH3Xf0-Q,"""Next Level Lounge and Cafe""","""10215 N 28th Dr""",Phoenix,AZ,33.5790429,-112.12112900000001,5.0,5,1,Lounges;Hookah Bars;Restaurants;Nightlife;Pool & Billiards;Shopping;Cafes;Bars
7346,fvmG_PnSCq4iMpBG8jfIdg,"""Rigatoni's""","""27 South Clerk Street, Newington, Southside""",Edinburgh,EDH,55.940932795900004,-3.1801986694,5.0,4,1,Delicatessen;Food;Restaurants;Italian
7363,A_eABcl0LTts73RNo2Np2Q,"""Krannert Center for the Performing Arts""","""500 S Goodwin Ave""",Urbana,IL,40.108013,-88.222747,5.0,27,1,Restaurants;Music Venues;Arts & Entertainment;Health & Medical;Venues & Event Spaces;Ticket Sales;Wedding Planning;Nightlife;Counseling & Mental Health;Performing Arts;Event Planning & Services
7369,sGl_RLXLtSPx5kzMUFz11Q,"""Alimentari Italian Grocery""","""325 Roncesvalles Avenue""",Toronto,ON,43.64880479999999,-79.4498818,5.0,4,1,Specialty Food;Food
7374,BOMFEp6rhfREWwia0AhVdg,"""Community Cuisine""","""2245 E Washington St""",Phoenix,AZ,33.4479309,-112.03260700000001,5.0,9,1,Vegetarian;Restaurants;Food;Vegan
7403,HnQI-Beh6W9iX23hPgSTRg,"""Cogonis""","""36 North Marine Road""",Scarborough,NYK,54.2865517,-0.4014312,5.0,4,1,Restaurants;Italian
7437,qIF-JzjAcCikMRUi7Jbf-A,"""Gedik""","""Taubenstr. 22""",Stuttgart,BW,48.7602,9.15837,5.0,3,1,Fruits & Veggies;Specialty Food;Food
7470,l-xQwYH5tsgjWL2oQEp2vg,"""The Stand""","""4020 N Alma School Rd""",Scottsdale,AZ,33.4942954,-111.85672450000001,5.0,17,1,American (Traditional);Restaurants
7473,LDGbagJWv_RqsIEukiKBTw,"""Uptown Grille""","""3883 State Rd""",Cuyahoga Falls,OH,41.177172999999996,-81.507888,5.0,5,1,Breakfast & Brunch;Delis;Restaurants;Sandwiches;Salad;Burgers
7490,Swj3YVo9lc9Kn9K3upIt1g,"""Fruits De Mer United Seafood Ltee""","""6575 Boulevard Des Grandes-Prairies""",Saint-Leonard,QC,45.6066619,-73.6046249,5.0,5,1,Food;Seafood Markets;Specialty Food
7491,qNqOVlOuCzcoG6b-LRhfKg,"""Maison Istanbul""","""5106 Rue Jean-talon E""",Montréal,QC,45.5765191454,-73.58332094810001,5.0,4,1,Pizza;Sandwiches;Restaurants;Turkish
7493,HxUD_4GpOInD-mXIppZiZA,"""Nutrishop Tempe""","""101 E Southern Ave""",Tempe,AZ,33.3918256,-111.93746329999999,5.0,21,1,Specialty Food;Vitamins & Supplements;Shopping;Food;Health & Medical;Health Markets;Weight Loss Centers
7498,eGQvDXzMP8VFf5QUvjOTSA,"""Boccone""","""6701 Boulevard Saint-Laurent""",Montréal,QC,45.5319592,-73.6120632,5.0,3,1,Italian;Restaurants
7501,kds044HPuEB_HzoR_EHLeQ,"""Wetzel's Pretzels""","""7400 Las Vegas Blvd., South, Space No. FC26""",Las Vegas,NV,36.0539587,-115.1695624,5.0,5,1,Food;Pretzels
7522,zPd5geFzJRu01sM7PtceBQ,"""The Beerhive""","""24 Rodney Street""",Edinburgh,EDH,55.9621855,-3.19608,5.0,7,1,Food;Beer;Wine & Spirits
7524,Y9M91g17J6pW8CkwYAopJg,"""Alans Beer and Wine""","""361 S Lindsay Rd""",Mesa,AZ,33.4087017,-111.7706003,5.0,4,1,Grocery;Convenience Stores;Food;Beer;Wine & Spirits
7553,W6UWZN71fRgDahUc5umKIw,"""The Dented Can""","""9501 W Peoria Ave""",Peoria,AZ,33.579921,-112.2644418,5.0,3,1,Grocery;Food
7568,kOo4ZY2UQAX4j312mzQ8mA,"""Taco Naco""","""439 Rock Quarry Way""",Las Vegas,NV,36.221936,-115.14629280000001,5.0,32,1,Event Planning & Services;Mexican;Caterers;Food;Food Trucks;Restaurants;Street Vendors;Food Stands
7583,Z_xei6EKu7T6mmTCtAitUw,"""Taz Cooks Cooking Classes""","""""",Tempe,AZ,33.3363836,-111.9343636,5.0,4,1,Education;Arts & Crafts;Specialty Schools;Food;Cooking Classes;Ethnic Food;Shopping;Cooking Schools;Specialty Food
7616,1KP5pShdlC7dqyQbxtP3Zw,"""Oakwood Espresso""","""342-B Oakwood Avenue""",Toronto,ON,43.6864091666,-79.438632719,5.0,20,1,Food;Coffee & Tea
7627,DNfQHjQ5K6XPFXEke9Frxw,"""Firebird Nutrition""","""2966 N Hayden Rd""",Scottsdale,AZ,33.4814315,-111.9089834,5.0,26,1,Shopping;Health Markets;Specialty Food;Vitamins & Supplements;Food
7636,pzydKhaaWlMhMs8HMsGWjw,"""Eiscafé Di Geronimo""","""Höfingerstr. 4""",Leonberg,BW,48.81221,8.97964,5.0,4,1,Food;Ice Cream & Frozen Yogurt
7641,vIhggLfQstHgUmNc_O5TZw,"""Infinity Fitness Personal Training""","""""",Phoenix,AZ,33.2909097,-112.03571370000002,5.0,3,1,Trainers;Specialty Food;Active Life;Fitness & Instruction;Food
7659,EX1YO-0k7NCoLf6LIDC4pw,"""State Meats""","""5338 State Rd""",Parma,OH,41.41512879999999,-81.7106256,5.0,17,1,Specialty Food;Food;Meat Shops
7681,6JI_wA_ULIeS6zzjs01ICA,"""Alnatura""","""Berliner Str. 2""",Esslingen,BW,48.73840560000001,9.3081095,5.0,4,1,Specialty Food;Organic Stores;Health Markets;Grocery;Food
7696,hP1eQ79JMn7Nna8sCKlAAQ,"""Massimo Restaurant""","""Almondvale Crescent""",Livingston,WLN,55.88445279999999,-3.5255959000000003,5.0,3,1,Italian;Restaurants
7697,7szOv4D1d593Jbrrewny3Q,"""L&L Hawaiian BBQ""","""4770 W Ann Rd, Ste 6""",North Las Vegas,NV,36.2620322148,-115.206735805,5.0,3,1,Hawaiian;Restaurants
7712,OzURZr5BysE-m2MKQ6rloQ,"""Be More Raw""","""""",Phoenix,AZ,33.4476587,-112.13456770000002,5.0,3,1,Naturopathic/Holistic;Personal Chefs;Specialty Food;Event Planning & Services;Hydrotherapy;Health & Medical;Doctors;Nutritionists;Food;Weight Loss Centers
7713,rIaO14rf3RQ4H98K9I15-Q,"""Big Daddy Vape Mesa""","""4446 E University Dr, Ste 112""",Mesa,AZ,33.423857,-111.73371599999999,5.0,30,1,Tobacco Shops;Food;Nightlife;Shopping;Social Clubs;Arts & Entertainment;Convenience Stores;Hookah Bars;Bars;Vape Shops
7715,dTIUtb9q2vZAUgsOK5ZMPA,"""ProteinHouse Gilbert""","""3097 E Pecos Rd, Ste 106""",Gilbert,AZ,33.291269,-111.722698,5.0,12,1,Restaurants;Coffee & Tea;American (Traditional);Juice Bars & Smoothies;Food
7724,E9lp-WOCflgY9wrGf0aMGg,"""Cukis""","""Blue Diamond Rd""",Las Vegas,NV,36.020468,-115.29789299999999,5.0,10,1,Food;Mexican;Food Trucks;Restaurants
7744,F1tRni0x93nfRA-O5SHHzg,"""Tacos Nayarit #2""","""9775 Charlotte Hwy""",Fort Mill,SC,35.0021658,-80.85617059999998,5.0,26,1,Food;Food Trucks;Restaurants;Mexican;Food Stands
7747,8pftLQ9OT2VKbco_lf7vbQ,"""Ledger Bar""","""2017 E 9th St""",Cleveland,OH,41.4997734,-81.68586859999999,5.0,6,1,Bars;Restaurants;Nightlife;American (Traditional)
7749,VaWK9wJDs3yyh0y_wm3hwQ,"""Sip and Savor Tours""","""7373 E Scottsdale Mall""",Scottsdale,AZ,33.492191,-111.92301540000001,5.0,6,1,Hotels & Travel;Tours;Food Tours;Wine Tours
7763,jDJQyFETc8aTm89PG2mAIA,"""Mud Puddle""","""229 Main St""",Fort Mill,SC,35.0080917,-80.9436343,5.0,9,1,Coffee & Tea;Food
7775,HcfwrlljJpfLh71znq47zw,"""Martin Wishart""","""54 Shore, Leith""",Edinburgh,EDH,55.975601,-3.170397,5.0,24,1,Restaurants;French;British
7781,WvZNFpqlxizKaL6K4IZ5tg,"""ChocoSol Traders""","""1131 St. Clair West""",Toronto,ON,43.678216,-79.4412421,5.0,15,1,Shopping;Wholesale Stores;Specialty Food;Food;Chocolatiers & Shops
7795,C2rwrnSEDh454a6LSfMW9A,"""Banh Mi Brampton Bubble Tea""","""50 Kennedy Road S, Unit 3A""",Brampton,ON,43.6897632,-79.73915059999999,5.0,4,1,Coffee & Tea;Food
7798,icG-z_dLgo4Dr_M6ZDjTcw,"""Cater Phoenix""","""""",Phoenix,AZ,33.4495511,-112.0789355,5.0,17,1,Food;Food Delivery Services;Event Planning & Services;Caterers;Personal Chefs
7807,intKyiipUlHDWi_chv0f3A,"""Merchant Street""","""2399 W 11th St""",Cleveland,OH,41.479394,-81.68900409999999,5.0,32,1,Fruits & Veggies;Wine Bars;Gluten-Free;Sandwiches;Restaurants;Bars;Specialty Food;Italian;Mediterranean;Nightlife;French;Food;Salad
7811,ujsqYa1yxduuB4wc0ASjMQ,"""Mercado Y Carniceria Sepulveda""","""1708 W Bell Rd""",Phoenix,AZ,33.6407664,-112.09623909999998,5.0,4,1,International Grocery;Food;Restaurants;Ethnic Grocery;Mexican
7814,VoMmj_PitGkL1yqDwtkR9A,"""Zaza Espresso Bar""","""800 Lawrence Avenue West""",Toronto,ON,43.714591999999996,-79.45290899999999,5.0,6,1,Desserts;Bakeries;Coffee & Tea;Food
7817,JAyiN0OolvgdL2kliTNDnA,"""Bifferiet""","""Dronningens Gate 14""",Moss,01,59.4356164,10.6647064,5.0,4,1,Steakhouses;Restaurants
7830,KhtB4BOVqL52syMxzMxh4Q,"""Olive This!""","""6414 Rea Rd, Ste C4""",Charlotte,NC,35.078547,-80.817318,5.0,13,1,Food;Herbs & Spices;Specialty Food
7862,GVnaMB4Kgg6i04-HRkEa1w,"""Cowtastic Frozen Yogurt""","""465 Valleybrook Rd, Ste 200""",McMurray,PA,40.279394708299996,-80.0844633579,5.0,16,1,Ice Cream & Frozen Yogurt;Desserts;Food
7863,-ot4Xd6GxSUOqwUj7okZuA,"""Lucky's Burgers & Shakes""","""13849 N 19th Ave""",Phoenix,AZ,33.612328000000005,-112.0992761,5.0,83,1,Fast Food;American (Traditional);Restaurants;Burgers
7888,guT_rF7lF9SnXOa5FN1byw,"""College Chefs""","""411 E Park St, Ste 100""",Champaign,IL,40.1182345,-88.2435423,5.0,3,1,Event Planning & Services;Food;Specialty Food;Personal Chefs
7890,XOWTpGlGEnsOSVl9-OXjSw,"""Comptoir Rhubarbe""","""5091 Rue de Lanaudière""",Montréal,QC,45.533318900000005,-73.5833873,5.0,3,1,Breakfast & Brunch;French;Restaurants
7928,WqNNymeHY8x5rS0vGrvakA,"""Chez Bonbons Comme Autrefois""","""163 Ch De Saint-Jean, Local 1""",La Prairie,QC,45.4200698,-73.4944027,5.0,3,1,Food;Bakeries
7938,m8c3E9yrv-XHGDXdHLDz-w,"""Great Harvest Bread Company""","""9440 Mentor Ave""",Mentor,OH,41.6796,-81.300898,5.0,8,1,Bakeries;Food
7946,AqcNtEfFuxRn0b81t8iC2w,"""Feast Mode Meal Prep""","""555 M College Ave""",Tempe,AZ,33.434852500000005,-111.93027959999999,5.0,3,1,Specialty Food;Food Delivery Services;Food;Health Markets
7953,EWmYNndtI9G0c2lI58vQWA,"""Phoenix""","""300 W Sahara Ave""",Las Vegas,NV,36.144089,-115.160774,5.0,12,1,Chinese;Restaurants
7955,NKJaFwykv90TS54XxB937g,"""Applelicious""","""415 W Main St""",Carnegie,PA,40.403401,-80.09244,5.0,13,1,Chocolatiers & Shops;Food;Specialty Food
7959,aAezZJlhii3kDhtxBTXNuw,"""Aunt Cheryl's Cafe""","""416 Library St""",Braddock,PA,40.401398,-79.865026,5.0,3,1,Sandwiches;Cafes;Food;American (Traditional);Wraps;Internet Cafes;Restaurants
7966,leoEzfEj27czYZEgBJdK5w,"""Prairie Fruits Farm & Creamery""","""4410 N Lincoln Ave""",Champaign,IL,40.162218599999996,-88.2099078,5.0,16,1,Cheese Shops;Ice Cream & Frozen Yogurt;Farmers Market;Arts & Entertainment;Food;Farms;Specialty Food
7974,O32_y_U6dhjfoRLpUNGyJw,"""QuikTrip""","""3720 S Val Vista Dr""",Gilbert,AZ,33.2826654,-111.7562143,5.0,22,1,Gas Stations;Convenience Stores;Food;Automotive
7988,ESfsx53IbXxAfML8sTEe_w,"""Shop Kwik Deli""","""323 N Gilbert Rd""",Mesa,AZ,33.4215033,-111.7872034,5.0,3,1,Restaurants;Delis
8001,KBWpa4uN2ke1t2cp27r9tw,"""Zen Sushi""","""700 State St""",Madison,WI,43.0749089,-89.3973684,5.0,6,1,Restaurants;Japanese;Sushi Bars;Street Vendors;Food
8002,lzrFRbdvpnLJze9VqJigLw,"""Caribbean Sunset Restaurant and Bar""","""753A Queen St E""",Toronto,ON,43.6591784,-79.3480316,5.0,4,1,Caribbean;Restaurants
8006,9ExwLe-uYQ1iA2Z_cJDSMQ,"""Chez Boss & Fils""","""3610 Rue Wellington""",Verdun,QC,45.467608110600004,-73.5665655009,5.0,12,1,Restaurants;Gastropubs;Seafood
8009,jMNdRZcHVfVMHNb0U7cnAg,"""Moon and Sixpence""","""5 Marine Parade""",Whitby,NYK,54.4878797,-0.6145976,5.0,6,1,British;Restaurants
8011,-80pfkoY1Br4BrcGjy87JA,"""Pizza Studio""","""5101 Dixie Road""",Mississauga,ON,43.6379955,-79.6226281,5.0,5,1,Pizza;Gluten-Free;Restaurants
8025,yIB74NGY-n8_Jks5mWGUqQ,"""Golden Goodness Baked Goods""","""123 Yummy St""",Mesa,AZ,33.3642628749,-111.85903630899999,5.0,3,1,Food;Bakeries;Desserts
8027,DCn1GSlpmvKbz-aY-M6FRQ,"""Asia Imbiss Hop Sing""","""""",Ostfildern,BW,48.7293,9.251389999999999,5.0,6,1,Food;Restaurants;Chinese;Fast Food
8028,jO3Z1LNyGO_otDGuNxa7LA,"""Pizza Hut""","""378 Mountainview Road S, Unit 12""",Georgetown,ON,43.6299228266,-79.8774478711,5.0,3,1,Pizza;Italian;Chicken Wings;Restaurants
8037,jGMoZYcrc9AdUIiMWaQZPw,"""Cozzeria Pizza""","""427 Cleveland St""",Elyria,OH,41.374369,-82.0860555,5.0,18,1,Restaurants;Pizza;Sandwiches;Salad
8040,YJHFNDsyc6XCfZBtT5zWlw,"""Cloister Honey""","""3818 Warrington Dr""",Charlotte,NC,35.1606023,-80.8022243,5.0,15,1,Specialty Food;Food
8041,yypxgWicbQIFw28UJnkkOA,"""Bar Vicino""","""Traubenstr. 45""",Stuttgart,BW,48.7816266508,9.1595551866,5.0,9,1,Nightlife;Coffee & Tea;Food;Bars;Restaurants;Cafes
8092,Xz14uC3II_YWsmZhwuJ9Bw,"""Koricancha Restaurant""","""1885 Eglinton Avenue W""",Toronto,ON,43.6951227,-79.4515712,5.0,6,1,Restaurants;Peruvian;Bars;Lounges;Latin American;Nightlife
8103,emcLx6ISegC-mppJSpNQiA,"""Downsview Restaurant""","""2865 Keele Street""",North York,ON,43.73268770000001,-79.4834352,5.0,3,1,Restaurants;Seafood;Breakfast & Brunch
8135,OJamx7yKpYRXwfGWm2bFKw,"""Bagel Brigade""","""967 Eglinton Ave W""",York,ON,43.700016399999996,-79.4293125,5.0,4,1,Food;Bagels;Bakeries
8139,6zjvip6jEFKK5EP6lb3YDA,"""Sweet Surprises""","""732 Richmond Rd""",Richmond Heights,OH,41.5407377,-81.4977363,5.0,4,1,Bakeries;Food
8154,MTXpW2HMjxZyC-XpNC7WWQ,"""Montero""","""Aspergerstr.12""",Ludwigsburg,BW,48.89748,9.18834,5.0,4,1,Restaurants;Steakhouses
8161,VsRAIb4k5CjEF-3l_bac0g,"""Akropolis Gyro & Pizza""","""1690 W Sunset Rd, Ste 104""",Henderson,NV,36.0643468121,-115.059517734,5.0,214,1,Sandwiches;Pizza;Restaurants;Salad;Greek
8163,n_P7dsW0dtm-iT-9V8xY6w,"""E & R Sweetery""","""90 Winges Road, Unit 21""",Vaughan,ON,43.787557,-79.552756,5.0,3,1,Event Planning & Services;Bakeries;Food;Caterers;Desserts
8172,MxGlt2k5ra81sOFLo1dBDg,"""Original Meal Prep Vegas""","""""",Las Vegas,NV,36.035749200000005,-115.1533426,5.0,27,1,Food Delivery Services;Food
8178,3GEBAI1VfqH9IHzinzFucg,"""Homemade Fresh Chef Service""","""""",Charlotte,NC,35.1758222,-80.85096690000002,5.0,3,1,Food;Event Planning & Services;Personal Chefs
8184,6_z-FekIoJzmMMBMFHh6Iw,"""Allegheny 6 Pack & Doghouse""","""1301 Pittsburgh St""",Cheswick,PA,40.5411185324,-79.8023412377,5.0,4,1,Food;Beer;Wine & Spirits
8188,RePugRsryh7skCUdEAeDfQ,"""Breaking Taco""","""608 E Main St""",Mahomet,IL,40.1943812,-88.4003192,5.0,6,1,Mexican;New Mexican Cuisine;Restaurants
8199,v0ChDvwfRNW8id8oHcV_rg,"""Bela Vista""","""6409 Papineau Avenue""",Montréal,QC,45.5430584,-73.59575009999999,5.0,4,1,Grocery;Coffee & Tea;Bakeries;Event Planning & Services;Caterers;Food
8200,Vz22AQN6It-8DvJNinRKPA,"""Katie's Korner  Ice Cream""","""1412 S Water St""",Kent,OH,41.1403299,-81.35734620000001,5.0,18,1,Food;Ice Cream & Frozen Yogurt
8222,s3A9Px7VoRk1RGroVG2L4Q,"""Fanzy Cakes By Ash""","""140 Staten Island Ave""",Las Vegas,NV,36.022242,-115.166177,5.0,3,1,Food;Event Planning & Services;Bakeries;Personal Chefs
8225,O9v0pGloOHENS3mgFSDNUQ,"""Rube's Rice""","""93 Front St E, St. Lawrence Market, Basement""",Toronto,ON,43.6490516,-79.3717741,5.0,4,1,Specialty Food;Food
8240,cNAyzZO_vX2Ib_sfkZdrLg,"""Shri Bheemas Indian Restaurant""","""14A Nicolson Street""",Edinburgh,EDH,55.946855799999994,-3.1855825,5.0,4,1,Indian;Restaurants;Halal
8252,3mRJxMHX7hi5dpOuGS7HXw,"""Ulmers Besenwirtschaft""","""Langobardenstr. 30""",Stuttgart,BW,48.8285,9.17122,5.0,3,1,Bars;Nightlife;Swabian;Restaurants;Wine Bars
8255,C0EXdaVIuFf0smZj3Qj5Qg,"""Brimley's Water & Ice""","""3415 W Glendale Ave, Ste 24""",Phoenix,AZ,33.5371638,-112.1329258,5.0,6,1,Shaved Ice;Water Stores;Ice Cream & Frozen Yogurt;Food
8270,CwV4b3fhMs7JEM8_NFYe9w,"""Forage and Chatter""","""1A Alva Street""",Edinburgh,EDH,55.9506819675,-3.209800612,5.0,6,1,Restaurants;Scottish
8275,YN8pgoAGNfk8J3LKmSVJ2w,"""Red Star Kombucha""","""433 Graeme St""",Pittsburgh,PA,40.441162461,-80.0026917804,5.0,13,1,Kombucha;Shopping;Tea Rooms;Breweries;Arts & Entertainment;Food;Art Galleries
8305,GZzRg8wUxVpDm6OBxNxkmw,"""Oko Sushi""","""114 Rue du Barry""",Kirkland,QC,45.457941999999996,-73.862891,5.0,5,1,Japanese;Sushi Bars;Restaurants
8316,sR2Rdiv4IenRNQl54f80Ew,"""Lance's Beef""","""1979 W 25th St""",Cleveland,OH,41.48468629999999,-81.70306190000001,5.0,5,1,Meat Shops;Specialty Food;Food
8336,OPPgxUzAx44Qdx9qsOZgqQ,"""Big Cuz's Catering""","""428 E Thunderbird Rd, Ste 424""",Phoenix,AZ,33.608811100000004,-112.06696609999999,5.0,4,1,Party & Event Planning;Food Trucks;Food;Caterers;Event Planning & Services;Restaurants;Barbeque
8351,X1r8ugVdi4r6siqkNmIkkg,"""Raspados Imperial""","""4344 W Indian School Rd, Ste 29""",Phoenix,AZ,33.4967566,-112.1532402,5.0,10,1,Food;Coffee & Tea;Desserts;Restaurants;Ice Cream & Frozen Yogurt;Creperies
8377,letRlza38L86aafEaugsGA,"""Arizona Brewery Tours""","""""",Phoenix,AZ,33.4382789,-112.01782859999999,5.0,20,1,Food;Tours;Breweries;Beer Tours;Hotels & Travel;Local Flavor;Food Tours
8386,Hbtt-fVfy3M49koXw29SsQ,"""Dairy Grove""","""35455 Ctr Ridge Rd""",North Ridgeville,OH,41.391506,-82.01237540000001,5.0,6,1,Food;Ice Cream & Frozen Yogurt
8394,lGQBELdN69JyjF8-3_mE4w,"""Turquoise Bar @ The Andaz""","""6114 North Scottsdale Rd""",Scottsdale,AZ,33.527082799999995,-111.92860900000001,5.0,3,1,Restaurants;Active Life;Hotels & Travel;Resorts;Food;Cocktail Bars;Ice Cream & Frozen Yogurt;Bars;Breakfast & Brunch;Nightlife;Swimming Pools
8398,4UvQ0BUbqlNPJbAggsi0eA,"""Delightful Chefs""","""6680 W Flamingo Rd, Ste 12""",Las Vegas,NV,36.1150682,-115.2378723,5.0,14,1,Ethnic Food;Caterers;Custom Cakes;Food;Asian Fusion;Restaurants;Personal Chefs;Event Planning & Services;Specialty Food
8400,zzZfgEpwrpi4Ywdaj3OIuQ,"""Adesso Cafe""","""441 1/2 Walnut St""",Sewickley,PA,40.5387510987,-80.1844775533,5.0,21,1,Food;Cafes;Coffee & Tea;Restaurants
8405,bwZqlLj8oYaML3ndlybeDg,"""Carefree Coffee""","""7171 E Cave Creek Rd""",Cave Creek,AZ,33.827687598699995,-111.924795055,5.0,58,1,Food;Customized Merchandise;Shopping;Bakeries;Coffee Roasteries;Coffee & Tea;Bagels
8406,4DAnOTS0bbPVyPTRKRH-yA,"""Sushi Plus""","""2101 Avenue Dollard, Local 56""",Montréal,QC,45.432726892299996,-73.6358739856,5.0,3,1,Japanese;Buffets;Restaurants;Sushi Bars
8418,bA_DRpnJs9pWvePmbTbfIg,"""Kernels Popcorn""","""1 Dundas St W""",Toronto,ON,43.655403799999995,-79.3819289,5.0,4,1,Food;Specialty Food
8436,amoV0p-sv-ImiC9meEAPxQ,"""Market On The Move""","""2825 W Rose Canyon Cir""",Phoenix,AZ,33.8441847,-112.12278490000001,5.0,4,1,Street Vendors;Food;Farmers Market
